Taxa Group,Family,InterestedGroup,Subfamily,Genus,Species,Taxa Original label in the French data-base,0.25cm,0.250.5cm,0.51cm,12cm,24cm,48cm,8cm,1year,more1year,less1,1year,more1,egg,larva,nymph,adult,ovoviviparity,isolated eggs free,isolated eggs cemented,clutches cemented or fixed,clutches free,clutches in vegetation,clutches terrestrial,asexual reproduction,aquatic passive,aquatic active,aerial passive,aerial active,eggs statoblasts,cocoons,housings against desiccation,diapause or dormancy,none,microorganisms,detritus less 1mm,dead plant more 1mm,living microphytes,living macrophytes,dead animal more 1mm,living microinvertebrates,living macroinvertebrates,vertebrates,absorber,deposit feeder,shredder,scraper,filter-feeder,piercer,predator,parasite,tegument,gill,plastron,spiracle,hydrostatic vesicle,cold less 15C,warm more 15C,eurythermic,less 4,more 4-4.5,more 4.5-5,more 5-5.5,more 5.5-6,more 6,oligotrophic,mesotrophic,eutrophic,xenosaprobic,oligosaprobic,b-mesosaprobic,a-mesosaprobic,polysaprobic,freshwater,brackish water,2  Pyrenees,4  Alps,8  Vosges Jura Massif Central,13a  lowlands oceanic,13b  lowlands mediterranean,lowlands,piedmont level,alpine level,crenon,epirithron,metarithron,hyporithron,epipotamon,metapotamon,estuary,outside river system,river channel,banks connected side-arms,ponds pools disconnected side-arms,marshes peat bogs,temporary waters,lakes,groundwaters,flagsboulderscobblespebbles,gravel,sand,silt,macrophytes,microphytes,twigsroots,organic detrituslitter,mud,flier,surface swimmer,full water swimmer,crawler,burrower,interstitial,temporarily attached,permanently attached,null,slow less 25 cms,medium 25-50 cmlesss,fast more 50 cms
Ephemeroptera,OLIGONEURIIDAE,OLIGONEURIIDAE,OLIGONEURIINAE,Oligoneuriella,rhenana,Oligoneuriella rhenana,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,3,1,0,0,0,0,0,3,1,1,2,3,0,0,0,0,1,2,0,3,0,0,0,0,0,0,2,0,2,3,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,3,0,3,0,0,1,3,0,0,3,0,1,1,3,3,0,3,0,0,0,1,1,3,3,2,0,0,2,2,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,1,4,0,0,0,0,0,0,2,3
Ephemeroptera,HEPTAGENIIDAE,HEPTAGENIIDAE,HEPTAGENIINAE,Epeorus,sp.,Epeorus,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,2,1,1,3,1,0,0,1,3,0,1,0,3,1,0,0,0,0,0,1,0,3,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,1,1,3,3,1,0,2,3,1,0,0,3,0,3,3,2,2,0,2,3,2,1,4,3,1,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,3
Ephemeroptera,HEPTAGENIIDAE,HEPTAGENIIDAE,HEPTAGENIINAE,Rhithrogena,sp.,Rhithrogena,0,0,1,3,0,0,0,3,1,1,3,0,3,3,0,0,0,1,1,3,0,0,0,0,3,2,1,3,2,0,0,0,2,0,1,0,3,1,0,0,0,0,0,1,0,3,0,0,0,0,1,3,0,0,0,2,0,1,0,0,0,0,1,3,3,1,0,2,3,2,0,0,3,0,3,3,2,2,0,3,3,2,1,2,3,3,2,0,0,0,4,1,0,0,0,0,0,5,2,1,0,0,0,0,1,0,0,0,1,5,0,1,0,0,0,0,2,3
Ephemeroptera,HEPTAGENIIDAE,HEPTAGENIIDAE,HEPTAGENIINAE,Ecdyonurus,sp.,Ecdyonurus,0,0,0,3,0,0,0,3,1,1,3,0,3,3,0,0,0,2,0,3,0,0,0,0,3,1,1,3,2,0,0,1,2,1,2,3,2,0,0,0,0,0,0,0,2,3,0,0,0,0,1,3,0,0,0,1,1,3,0,0,0,1,1,3,2,3,0,1,3,3,1,0,3,0,3,3,2,2,1,3,2,1,3,3,5,2,2,1,0,1,3,2,0,0,0,1,0,4,1,1,1,0,0,1,0,0,0,0,1,5,0,0,0,0,1,2,3,2
Ephemeroptera,HEPTAGENIIDAE,HEPTAGENIIDAE,HEPTAGENIINAE,Heptagenia,sp.,Heptagenia,0,0,0,3,0,0,0,3,1,1,3,0,3,3,0,0,0,1,2,0,0,0,0,0,3,1,1,3,1,0,0,2,2,1,2,2,3,1,0,0,0,0,0,1,2,3,0,0,0,0,1,3,0,0,0,0,0,3,1,1,1,2,2,3,0,3,1,0,1,3,1,0,3,0,1,1,2,3,0,3,0,0,0,1,2,4,4,1,0,1,4,2,0,0,0,2,0,5,2,1,0,1,0,1,1,0,0,0,1,5,0,0,0,0,0,2,3,2
Ephemeroptera,HEPTAGENIIDAE,HEPTAGENIIDAE,HEPTAGENIINAE,Electrogena,sp.,Electrogena,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,1,2,0,0,0,0,0,3,1,1,3,2,0,0,1,2,0,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,1,3,1,3,0,1,3,2,1,0,3,0,0,2,2,2,1,3,1,1,0,2,2,2,2,1,0,1,3,2,0,0,0,1,0,4,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,3,0,0
Ephemeroptera,CAENIDAE,CAENIDAE,BRACHYCERINAE,Brachycercus,harisella,Brachycercus harrisella,0,0,3,0,0,0,0,3,0,0,3,0,3,3,0,0,0,1,2,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,1,3,2,0,3,0,0,0,2,2,0,3,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,1,0,0,0,3,2,1,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0
Ephemeroptera,CAENIDAE,CAENIDAE,CAENINAE,Caenis,sp.,Caenis,0,2,3,0,0,0,0,3,0,0,1,3,3,3,0,0,0,1,2,0,0,0,0,0,2,1,1,1,2,0,0,1,2,1,4,2,1,1,1,0,0,0,0,3,1,0,0,0,0,0,1,3,0,0,0,0,1,3,0,0,1,1,2,3,1,3,2,0,1,3,1,0,3,1,1,2,2,3,0,3,1,0,0,1,2,3,3,4,0,4,2,4,2,1,1,3,0,2,2,3,3,4,0,2,3,5,0,0,0,5,1,1,0,0,3,3,1,0
Ephemeroptera,SIPHLONURIDAE,SIPHLONURIDAE,SIPHLONURINAE,Siphlonurus,sp.,Siphlonurus,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,1,3,0,0,1,0,0,1,2,1,3,3,0,0,0,0,1,3,1,1,3,2,0,2,0,0,2,1,3,0,0,1,0,1,2,0,0,0,0,0,3,1,1,1,2,3,3,0,2,2,0,3,3,1,0,3,0,1,2,2,3,0,3,2,2,1,2,3,3,1,1,0,5,0,3,1,2,1,3,0,0,0,1,1,4,0,0,0,1,0,0,3,1,0,0,0,0,3,3,0,0
Ephemeroptera,AMELETIDAE,AMELETIDAE,AMELETINAE,Ameletus,inopinatus,Ameletus inopinatus,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,1,3,0,0,0,0,0,1,3,1,3,2,0,0,0,2,1,2,3,2,0,0,0,0,0,0,2,1,3,0,0,0,0,1,2,0,0,0,0,0,3,0,1,1,1,3,3,3,0,0,3,3,0,0,0,3,0,0,0,2,0,0,2,2,0,2,3,1,0,0,0,0,1,3,3,0,0,0,2,0,3,1,1,1,0,0,2,1,2,0,0,5,1,0,0,0,0,1,1,3,1
Ephemeroptera,AMELETIDAE,AMELETIDAE,[Fam:AMELETIDAE],Metreletus,balcanicus,Metreletus balcanicus,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,1,3,0,0,0,0,0,1,3,1,2,2,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,1,1,3,0,1,1,0,0,0,0,0,3,0,0,0,2,2,0,3,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,5,0,0,0,0,0,1,3,1,0
Ephemeroptera,BAETIDAE,BAETIDAE,BAETINAE,Baetis,sp.,Baetis,0,0,3,1,0,0,0,3,0,0,2,3,3,3,0,0,0,0,1,3,0,0,0,0,3,2,1,3,2,0,0,0,2,0,2,2,5,1,1,0,0,0,0,1,0,3,0,0,0,0,1,2,0,0,0,0,0,3,1,1,1,2,3,3,3,3,3,1,2,3,1,0,3,1,3,3,3,3,1,3,2,1,3,4,4,4,3,2,0,1,4,3,0,0,1,1,0,4,2,1,0,5,0,3,1,0,0,0,3,4,0,1,0,0,0,2,3,2
Ephemeroptera,BAETIDAE,BAETIDAE,BAETINAE,Acentrella,sinaica,Acentrella sinaica,0,0,3,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,2,1,1,2,0,0,0,0,2,0,2,1,3,1,0,0,0,0,0,1,0,3,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,1,3,1,0,0,3,0,1,2,1,1,0,3,1,0,0,2,3,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,3,0
Ephemeroptera,BAETIDAE,BAETIDAE,CLOEONINAE,Centroptilum,luteolum,Centroptilum luteolum,0,0,3,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,2,2,1,2,1,0,0,0,3,0,2,0,3,0,0,0,0,0,0,2,0,3,0,0,0,0,1,2,0,0,0,0,0,3,0,0,1,1,1,3,2,3,0,0,1,3,1,0,3,0,2,2,2,3,0,3,1,0,1,2,2,4,2,0,0,2,0,3,1,0,0,2,0,1,2,1,0,5,0,1,2,0,0,0,3,1,1,0,0,0,1,2,1,0
Ephemeroptera,BAETIDAE,BAETIDAE,CLOEONINAE,Pseudocentroptilum,pennulatum,Pseudocentroptilum pennulatum,0,0,3,0,0,0,0,3,0,0,2,3,3,3,0,0,0,0,3,0,0,0,0,0,2,2,1,2,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,1,3,0,0,1,2,3,3,0,3,1,0,0,3,3,0,3,0,0,2,2,0,2,3,0,0,0,2,2,4,2,0,0,0,0,3,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0
Ephemeroptera,BAETIDAE,BAETIDAE,CLOEONINAE,Procloeon,bifidum,Proclo‘on bifidum,0,0,3,0,0,0,0,3,0,0,1,3,3,3,0,0,0,0,3,0,0,0,0,0,1,2,1,2,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,1,3,0,3,2,0,1,2,2,0,3,0,1,1,1,3,0,3,1,1,0,0,1,3,3,0,0,2,0,3,1,0,0,1,0,0,0,3,1,2,0,0,0,0,0,0,3,1,0,0,0,0,1,3,0,0
Ephemeroptera,BAETIDAE,BAETIDAE,CLOEONINAE,Cloeon,sp.,Clo‘on,0,0,3,0,0,0,0,3,0,0,1,3,3,3,0,0,3,1,1,0,0,0,0,0,1,2,1,2,0,0,0,0,3,0,3,1,3,1,0,1,0,0,0,3,1,3,0,0,0,0,1,2,0,0,0,0,1,3,0,1,1,2,3,3,0,3,3,0,0,3,2,0,3,2,2,3,3,3,0,3,2,0,1,1,2,3,3,3,1,5,0,3,4,0,4,3,0,1,0,1,1,5,0,0,2,1,0,0,3,1,0,0,0,0,3,1,0,0
Ephemeroptera,BAETIDAE,BAETIDAE,CLOEONINAE,Raptobaetopus,tenellus,Raptobaetopus tenellus,0,0,3,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,3,2,1,2,0,0,0,0,3,0,0,0,0,0,0,1,5,0,0,0,3,0,0,0,3,0,1,2,0,0,0,0,0,3,0,0,0,0,1,3,0,3,2,0,0,3,1,0,3,0,1,2,0,3,0,3,0,0,0,0,1,3,3,0,0,0,2,2,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1
Ephemeroptera,EPHEMERELLIDAE,EPHEMERELLIDAE,EPHEMERELLINAE,Ephemerella / Serratella,sp.,Ephemerella,0,0,3,0,0,0,0,3,0,0,3,1,3,3,0,0,0,1,3,0,0,1,0,0,2,3,1,3,2,0,0,1,1,0,1,3,4,3,0,1,0,0,0,1,2,2,0,0,1,0,1,3,0,0,0,0,1,2,0,1,1,3,3,3,2,3,0,1,2,3,1,0,3,0,2,2,3,3,0,3,2,0,1,4,5,5,4,1,0,2,3,4,0,0,1,1,0,3,2,1,1,5,0,4,2,1,0,0,1,5,0,0,0,0,0,3,3,1
Ephemeroptera,EPHEMERELLIDAE,EPHEMERELLIDAE,EPHEMERELLINAE,Torleya,major,Torleya major,0,0,3,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,2,1,1,2,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,3,2,1,0,0,3,0,0,0,3,0,2,2,3,2,0,3,0,0,0,1,3,5,3,1,0,0,3,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,2,2
Ephemeroptera,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,LEPTOPHLEBIINAE,Paraleptophlebia,sp.,Paraleptophlebia,0,0,2,2,0,0,0,3,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,2,1,1,3,0,0,0,0,3,0,3,2,2,0,0,0,0,0,0,2,2,1,0,0,0,0,1,3,0,0,0,0,0,3,0,0,1,1,3,3,2,2,1,0,3,2,1,0,3,0,2,3,2,2,0,3,2,1,1,2,3,2,1,0,0,1,3,3,0,0,0,1,0,2,2,1,0,2,0,2,2,0,0,0,1,4,1,0,0,0,0,1,3,0
Ephemeroptera,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,HABROPHLEBIINAE,Habrophlebia,sp.,Habrophlebia,0,0,3,0,0,0,0,3,0,0,3,0,3,3,0,0,0,1,3,0,0,0,0,0,1,1,1,1,2,0,0,1,1,0,1,3,3,0,0,0,0,0,0,1,3,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,1,3,1,3,0,0,2,2,1,0,3,0,2,3,3,3,0,3,1,0,0,2,3,4,1,1,0,1,1,3,1,0,0,1,0,0,0,1,1,2,0,2,3,1,0,0,1,3,0,0,0,0,0,3,0,0
Ephemeroptera,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,HABROPHLEBIINAE,Habroleptoides,sp.,Habroleptoides,0,0,1,3,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,2,1,1,1,0,0,0,0,3,1,3,1,3,0,0,0,0,0,0,0,2,3,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,1,3,3,1,0,1,3,2,0,0,3,0,3,3,2,1,1,2,2,1,1,3,5,2,1,0,0,0,0,3,0,0,0,0,0,3,2,1,0,0,0,2,1,1,0,0,0,3,1,0,0,0,1,2,2,0
Ephemeroptera,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,ATALOPHLEBIINAE,Thraulus,bellus,Thraulus bellus,0,0,3,1,0,0,0,3,0,0,3,0,3,3,0,0,0,0,1,1,0,0,0,0,1,1,1,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,1,3,3,0,0,0,3,0,0,0,3,0,2,1,1,1,2,3,2,0,0,0,0,1,1,1,0,4,0,1,3,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,3,0,2,0,0,2,2,0,0
Ephemeroptera,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,LEPTOPHLEBIINAE,Leptophlebia,sp.,Leptophlebia,0,0,3,1,0,0,0,3,0,0,3,0,3,3,0,0,0,1,3,0,0,0,0,0,2,1,1,3,0,0,0,0,3,1,3,1,2,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,0,0,0,0,0,3,1,1,1,3,3,3,1,3,0,0,1,3,1,0,3,0,0,2,3,3,0,3,1,0,0,0,2,3,2,0,0,2,1,3,1,1,3,1,0,2,1,1,0,3,0,2,3,0,0,0,2,4,0,1,0,0,3,2,0,0
Ephemeroptera,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,ATALOPHLEBIINAE,Choroterpes,picteti,Choroterpes picteti,0,0,3,0,0,0,0,3,0,0,3,1,3,3,0,0,0,0,3,0,0,0,0,0,1,1,1,1,3,0,0,0,1,0,3,1,3,0,0,0,0,0,0,3,2,1,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,1,3,1,1,2,0,0,2,1,0,3,0,2,0,3,1,1,3,0,0,0,0,2,3,3,1,0,1,0,3,0,0,0,1,0,2,0,2,2,2,0,2,1,0,0,0,0,5,0,0,0,0,1,3,0,0
Plecoptera,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,[Fam:TAENIOPTERYGIDAE],Taeniopteryx,sp.,Taeniopteryx,0,0,1,3,0,0,0,3,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,2,2,0,1,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,3,0,1,2,3,3,3,2,3,1,2,3,2,0,0,3,0,2,2,2,2,0,2,2,0,0,1,2,4,4,1,0,1,3,3,0,0,0,1,0,2,0,0,0,3,0,2,2,1,0,0,0,5,1,1,0,0,0,3,3,1
Plecoptera,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,[Fam:TAENIOPTERYGIDAE],Brachyptera,sp.,Brachyptera,0,0,1,3,0,0,0,3,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,2,2,0,1,1,0,0,2,0,0,2,0,3,2,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,1,0,3,0,1,1,1,2,3,3,1,1,1,3,3,0,0,3,0,2,2,3,2,0,3,2,0,1,2,4,3,1,1,0,1,5,3,0,0,0,1,0,4,0,0,1,0,0,2,2,0,0,0,0,5,1,1,0,0,0,0,3,2
Plecoptera,TAENIOPTERYGIDAE,TAENIOPTERYGIDAE,[Fam:TAENIOPTERYGIDAE],Rhabdiopteryx,sp.,Rhabdiopteryx,0,0,3,3,0,0,0,3,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,2,2,0,1,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,1,2,3,3,2,2,1,1,3,3,0,0,3,0,0,3,2,2,1,3,2,2,0,2,3,1,1,1,0,1,0,3,0,0,0,1,0,3,3,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,0
Plecoptera,NEMOURIDAE,NEMOURIDAE,[Fam:NEMOURIDAE],Amphinemura,sp.,Amphinemura,0,1,3,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,2,2,0,1,1,0,0,2,2,0,1,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,3,2,0,0,0,3,0,0,0,1,2,2,3,3,3,0,0,1,3,1,0,0,3,0,2,2,2,2,1,3,1,1,2,4,3,1,0,0,0,1,4,3,0,0,0,1,0,3,0,0,0,4,0,0,2,0,0,0,0,5,0,0,0,0,0,1,2,1
Plecoptera,NEMOURIDAE,NEMOURIDAE,[Fam:NEMOURIDAE],Protonemura,sp.,Protonemura,0,0,3,1,0,0,0,3,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,2,2,0,1,1,0,0,1,3,0,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,2,0,1,1,2,3,3,3,3,3,0,0,3,3,0,0,0,3,0,3,3,2,2,0,3,3,1,4,5,1,1,1,0,0,1,5,2,0,0,1,1,0,4,0,1,0,4,0,1,2,0,0,0,0,5,0,0,0,0,0,2,2,2
Plecoptera,NEMOURIDAE,NEMOURIDAE,[Fam:NEMOURIDAE],Nemoura,sp.,Nemoura,0,1,3,0,0,0,0,2,2,2,2,0,3,3,0,0,0,0,3,1,0,0,0,0,2,2,0,2,0,0,0,1,3,0,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,2,0,1,1,2,3,3,3,3,2,3,1,1,2,1,0,0,3,0,2,3,3,2,0,1,3,1,3,5,2,1,1,1,0,1,5,3,1,0,2,2,0,2,0,0,1,5,0,1,3,0,0,0,0,5,0,0,0,0,1,1,2,2
Plecoptera,NEMOURIDAE,NEMOURIDAE,[Fam:NEMOURIDAE],Nemurella,pictetii,Nemurella pictetii,0,0,3,0,0,0,0,3,1,1,3,0,3,3,0,0,0,0,2,2,0,0,0,0,3,2,0,1,0,0,0,1,2,0,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,3,1,3,3,2,2,2,3,0,0,3,2,0,0,0,3,0,3,3,3,3,0,2,2,1,2,3,1,0,0,0,0,1,5,0,1,1,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,1,2,3,0
Plecoptera,LEUCTRIDAE,LEUCTRIDAE,[Fam:LEUCTRIDAE],Leuctra,sp.,Leuctra,0,0,3,1,0,0,0,3,1,1,3,0,3,3,0,0,0,0,3,0,0,0,0,0,2,2,0,1,1,0,0,0,3,0,1,1,2,2,1,0,0,0,0,1,3,1,0,0,0,0,3,0,0,0,0,2,0,3,1,1,2,3,3,3,3,1,0,2,3,2,0,0,3,0,2,3,2,2,1,3,2,1,2,4,5,4,3,0,0,1,5,3,1,0,0,1,1,4,3,2,2,4,0,4,2,0,0,0,0,5,2,1,0,0,1,2,2,2
Plecoptera,LEUCTRIDAE,LEUCTRIDAE,[Fam:LEUCTRIDAE],Leuctra,geniculata,Euleuctra geniculata,0,0,1,3,0,0,0,3,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,3,2,0,1,0,0,0,0,3,0,1,3,1,2,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,3,0,1,3,3,3,3,2,2,1,0,1,3,1,0,3,0,1,1,2,2,1,3,1,0,0,0,2,4,2,0,0,0,5,3,0,0,0,0,0,2,4,1,0,2,0,4,2,1,0,0,0,5,3,0,0,0,0,2,2,1
Plecoptera,LEUCTRIDAE,LEUCTRIDAE,[Fam:LEUCTRIDAE],Pachyleuctra,sp.,Pachyleuctra,0,0,0,3,0,0,0,0,3,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,3,2,2,3,1,1,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,3,3,3,3,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,2,2,3,1,0,0,0,0,0,3,3,0,0,0,0,0,1,2,2,0,2,0,2,2,0,0,0,0,5,0,1,0,0,0,1,1,0
Plecoptera,CAPNIIDAE,CAPNIIDAE,[Fam:CAPNIIDAE],Capnia,sp.,Capnia,0,0,3,0,0,0,0,3,0,0,3,0,3,3,0,0,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,3,1,0,1,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,2,0,1,1,2,3,3,2,2,1,1,3,2,0,0,3,0,2,2,2,2,0,2,3,2,2,5,3,1,0,0,0,2,3,0,0,0,1,3,0,3,1,0,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,2,1
Plecoptera,CAPNIIDAE,CAPNIIDAE,[Fam:CAPNIIDAE],Capnopsis,schilleri,Capnopsis schilleri,0,0,3,0,0,0,0,3,0,0,3,0,3,3,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,3,0,1,0,1,2,3,3,3,1,1,1,1,3,1,0,0,3,0,0,0,0,1,0,3,0,0,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0
Plecoptera,CAPNIIDAE,CAPNIIDAE,[Fam:CAPNIIDAE],Capnioneura,sp.,Capnioneura,0,1,3,0,0,0,0,1,2,2,1,0,3,3,0,0,1,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,2,3,3,3,0,3,1,1,3,1,0,0,3,0,2,3,2,2,1,1,3,1,0,1,1,2,0,0,0,1,3,0,0,0,1,0,0,3,2,1,1,2,0,0,2,0,0,0,0,5,1,1,0,0,0,0,2,3
Plecoptera,CHLOROPERLIDAE,CHLOROPERLIDAE,[Fam:CHLOROPERLIDAE],Chloroperla,sp.,Chloroperla,0,0,3,0,0,0,0,1,3,3,1,0,3,3,0,0,0,0,2,2,0,0,0,0,3,2,0,1,0,0,0,0,3,1,1,1,1,0,0,1,5,0,0,1,3,1,0,0,1,0,3,0,0,0,0,2,0,2,1,1,3,3,3,3,3,1,0,1,3,2,0,0,3,0,2,3,2,0,0,3,3,1,1,3,5,1,0,0,0,0,5,0,0,0,0,0,0,2,3,0,1,2,0,1,3,0,0,0,0,4,0,2,0,0,0,2,2,1
Plecoptera,CHLOROPERLIDAE,CHLOROPERLIDAE,[Fam:CHLOROPERLIDAE],Siphonoperla,sp.,Siphonoperla,0,0,3,2,0,0,0,2,1,1,2,0,3,3,0,0,0,0,3,0,0,0,0,0,2,2,0,1,0,0,0,0,3,1,1,2,1,0,0,1,5,0,0,1,3,1,0,0,1,0,3,0,0,0,0,2,0,1,0,0,1,2,3,3,3,0,0,1,2,1,0,0,3,0,2,3,2,0,0,2,1,1,2,5,2,1,1,0,0,0,5,0,0,0,0,0,0,4,3,3,0,3,0,2,2,0,0,0,0,4,1,1,0,0,0,0,2,1
Plecoptera,CHLOROPERLIDAE,CHLOROPERLIDAE,[Fam:CHLOROPERLIDAE],Xanthoperla,apicalis,Xanthoperla apicalis,0,0,3,0,0,0,0,3,0,1,3,0,3,3,0,0,0,0,3,0,0,0,0,0,2,2,0,1,0,0,0,0,3,0,2,1,0,0,0,2,5,0,0,1,3,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,3,3,3,3,3,0,0,2,3,1,0,0,3,0,0,3,0,3,0,3,2,0,0,0,2,2,1,1,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,2,1
Plecoptera,PERLODIDAE,PERLODIDAE,[Fam:PERLODIDAE],Arcynopteryx,compacta,Arcynopteryx compacta,0,0,0,3,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,3,0,0,0,0,2,2,0,1,3,0,0,0,0,1,1,2,1,2,0,0,5,0,0,0,1,0,0,0,2,0,3,0,0,0,0,3,0,1,0,0,0,2,3,3,3,0,0,3,1,0,0,0,3,0,3,0,1,0,0,0,2,3,3,2,1,0,0,0,0,4,0,2,2,0,0,3,0,3,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,2,1
